会社名,住所,電話番号
ヤキトリボーイシュウマイガール 梅田店,大阪府大阪市北区曽根崎2-9-9,06-6809-3539
キャトルラパン北梅田（中津）,大阪府大阪市北区中津1-16-25,080-9123-9191
西天満 中村,大阪府大阪市北区西天満4-5-25,06-7506-8218
大阪串焼 串イッカ 天満店,大阪府大阪市北区天神橋5-1-2,06-6351-5900
車家ジョニー ジョニーのからあげ 東梅田店,大阪府大阪市北区曽根崎1-7-12,06-6311-4421
1ポンドのステーキハンバーグ タケル 天満店,大阪府大阪市北区天神橋5-8-1,06-6357-2929
伊々,大阪府大阪市北区西天満2-2-5,06-6362-1123
こだわり野菜＆創作和ダイニング 和み（なごみ）,大阪府大阪市北区曽根崎1-6-3,06-6314-6596
EVEREST TANDOORI UMEDA,大阪府大阪市北区芝田2-2-8,06-6359-4436
EVEREST TANDOORI 阪急中津,大阪府大阪市北区中津3-5-7,06-6136-8383
the PASTA＆GRILL’S イタリアン 肉バル 天満店,大阪府大阪市北区天神橋4-2-8,06-6351-2112
Soui串風,大阪府大阪市北区豊崎5-8-14,06-6373-0030
かんさいだき 本家 常夜燈,大阪府大阪市北区豊崎2-8-14,06-6371-1115
らーめん 颯人,大阪府大阪市北区南森町1-2-2,06-6312-8276
やきとり 瓦,大阪府大阪市北区曽根崎2-5-31,06-6225-7577
cafe ＆ restaurant TIP TOE 梅田店,大阪府大阪市北区曽根崎2-15-23,06-6316-0707
炭火串焼 そら お初天神裏参道,大阪府大阪市北区曽根崎2-10-7,06-6365-8383
TAMARIBA CAFE,大阪府大阪市北区中崎1-7-3,070-8369-8316
たく屋,大阪府大阪市北区曽根崎2-5-37,090-3837-0563
純けい焼鳥 ニドサンド天満店,大阪府大阪市北区天神橋5-2-6,06-6355-6171
地魚屋台とっつぁん 天満店,大阪府大阪市北区池田町6-15,06-6351-4649
丸福珈琲店 中之島ダイビル店,大阪府大阪市北区中之島3-3-23,06-6225-2202
SAKE DINING FUJI （サケダイニング フジ）,大阪府大阪市北区曽根崎2-13-4,06-6361-1481
鳥長 曽根崎店,大阪府大阪市北区曽根崎2-10-12,06-6315-8019
和ダイニング ゆめ咲小町 西梅田,大阪府大阪市北区堂島2-1-40,06-6343-8777
BAR SEVENTEEN CLUB,大阪府大阪市北区曾根崎2-8-32,06-4397-4633
六星麻辣湯 by sawada,大阪府大阪市北区芝田1-6-6,06-6372-5012
大分からあげと鉄板焼 中津応援団 勝男,大阪府大阪市北区中津1-14-14,06-6375-1031
Re：mix Lounge and W XYZ Bar,大阪府大阪市北区堂島浜2-1-31,06-4796-6662
The WAREHOUSE,大阪府大阪市北区堂島浜2-1-31,06-4796-6662
博多ラーメン専門店 源龍ラーメン 豊崎店,大阪府大阪市北区豊崎3-10-2,06-6136-5210
ジン酒場 ＆GIN,大阪府大阪市北区天神橋3-1-11,06-6755-4797
ホテルグランヴィア大阪,大阪府大阪市北区梅田3-1-1,06-6344-1235
炭火焼鳥 権兵衛 南森町店,大阪府大阪市北区天神橋3-1-8,06-6353-8884
韓国料理専門店 チカチキン×コリアンパ 天満店,大阪府大阪市北区天神橋5-6-12,06-7221-0883
軍鶏 地鶏専門店 かしわ屋将軍,大阪府大阪市北区天神橋4-2-3,06-6353-5522
かつ満 天五店,大阪府大阪市北区天神橋5-7-25,06-6881-6116
肉匠 ろうす亭,大阪府大阪市北区浮田1-5-26,06-6373-1868
炭火焼鳥 とりだん 天六店,大阪府大阪市北区天神橋7-6-9,06-6352-5530
大衆海鮮 レトロ寿司酒場 えびすちゃん 梅田 お初天神店,大阪府大阪市北区曽根崎2-13-18,080-2474-4529
地酒 旬の料理 居酒屋 おかだ 梅田本店,大阪府大阪市北区堂島2-2-35,06-6346-6877
けとばし屋 チャンピオン 天満店,大阪府大阪市北区天満橋3-2-16,06-6881-2328
たこ焼道楽 わなか 天四店,大阪府大阪市北区天神橋4-7-21,06-6881-0353
たこ焼道楽 わなか 天六店,大阪府大阪市北区天神橋6-7-20,06-6809-5777
磯丸水産 梅田お初天神前店,大阪府大阪市北区曽根崎2-8-12,06-6362-2510
ストライク軒,大阪府大阪市北区天神橋5-8-8,06-6352-0633
夕霧そば 瓢亭,大阪府大阪市北区曽根崎2-2-7,06-6311-5041
かわ原,大阪府大阪市北区豊崎2-4-21,06-6131-4668
街の肉バル Buff 南森町店,大阪府大阪市北区天神橋3-2-19,06-6881-5529
やよい軒 ユニゾ梅田店,大阪府大阪市北区芝田1-10-3,06-6292-8120
やよい軒 東天満店,大阪府大阪市北区東天満1-2-1,06-6355-0086
やよい軒 天六店,大阪府大阪市北区天神橋7-2-6,06-4801-8581
味道,大阪府大阪市北区東天満2-10-23,06-6948-8829
大衆酒場 芝田タイガー,大阪府大阪市北区芝田2-2-8,06-6485-7441
割烹・雑炊 大美 西天満,大阪府大阪市北区西天満5-13-13,06-6311-4340
スタンドトッサ,大阪府大阪市北区浮田1-1-13,06-7777-5366
地鶏と軍鶏と貝だしおでんのお店 花ちょうちん,大阪府大阪市北区天神橋4-4-10,06-6948-8998
焼肉とバニーガール 梅田東通り店,大阪府大阪市北区堂山町6-9 ステージヘラクレスビル,06-4397-3882
本まぐろ大船団,大阪府大阪市北区天神橋5-7-19,06-6379-5533
豚と酒,大阪府大阪市北区西天満3-13-18,080-3496-5741
果実酒バー Chatty Garden,大阪府大阪市北区曾根崎2-10-24,080-3855-3682
中之島LOVE CENTRAL,大阪府大阪市北区西天満2-1-18,06-6362-1000
sumile OSAKA（スミレオオサカ）,大阪府大阪市北区西天満2-1-18,06-6362-1000
しょくすい,大阪府大阪市北区天神橋2-4-17,06-6351-9940
ガネーシュN,大阪府大阪市北区天神橋1-10-18,080-3888-6868
アヒージョとハイボールのお店Hatten．Hachi,大阪府大阪市北区天神橋5-7-4,080-5713-4566
東紀州料理と地酒 まんぼう家,大阪府大阪市北区天神橋5-4-13,06-6360-9233
大分からあげと鉄板焼 扇町応援団 勝男,大阪府大阪市北区天神橋4-7-25,06-6809-6911
dining SAKURA／プレミアホテル ‐CABIN PRESIDENT‐大阪‐,大阪府大阪市北区南森町1-3-19,06-6363-1201
自家製クラフトビールCRAFTMAN UMAMI 梅田茶屋町店,大阪府大阪市北区中崎西2-4-25,06-4256-6982
しろいくもとあおいそら,大阪府大阪市北区芝田1-6-6,06-6372-5012
おふくろ 貝介,大阪府大阪市北区西天満3-14-9,06-6365-7761
ピンクのヨイドレ鯨,大阪府大阪市北区池田町7-15,06-6881-0278
神戸元町餃子 天神橋筋３丁目店,大阪府大阪市北区天神橋3-2-8,06-6575-7286
海鮮居酒屋 まちゃど,大阪府大阪市北区豊崎3-5-13,06-6372-6888
どうとんぼり神座 阪急三番街店,大阪府大阪市北区芝田1-1-3,06-6373-3790
HUB梅田茶屋町アプローズ店,大阪府大阪市北区茶屋町19-19 アプローズタワー,06-6377-8682
つくもうどん 天神橋店,大阪府大阪市北区天神橋4-7-31,06-6882-2505
天神ラーメンMATSURIYA 天六本店,大阪府大阪市北区国分寺2-1-1,06-6105-7100
菜美ら天満店（ほんまのYATAI）,大阪府大阪市北区天神橋4-23-1,080-4499-8256
un－treize （アントレーズ）,大阪府大阪市北区堂島1-1-13,06-6147-7915
酒肴 木ばやし,大阪府大阪市北区芝田1-6-11,06-6374-5103
COROCORO,大阪府大阪市北区長柄西1-8-14,090-9082-9538
添好運（ティムホーワン） 梅田茶屋町店,大阪府大阪市北区芝田1-15-21,06-6450-8277
広島お好み焼・鉄板焼 まえちゃん,大阪府大阪市北区中崎西1-11-4,06-6648-8692
貸切パーティースペース カフェーヌ 梅田,大阪府大阪市北区芝田2-5-12,06-6372-5414
個室居酒屋 本陣 梅田お初天神,大阪府大阪市北区曽根崎2-10-18,06-6312-3751
天神 土山人,大阪府大阪市北区天神橋2-1-18,06-6766-4688
海鮮屋台 おくまん 茶屋町店,大阪府大阪市北区芝田1-15-21,06-6377-6002
老舗しゃぶしゃぶ専門店しゃぶ亭 西梅田店,大阪府大阪市北区梅田2-1-15,06-6346-5138
手羽先唐揚・鳥料理 匠 梅田店,大阪府大阪市北区曽根崎2-13-5,06-6364-1588
鶏屋 はっぽんめ 天五店,大阪府大阪市北区天神橋5-4-12,06-4792-7151
地鶏専門 たか鳥 天神橋店,大阪府大阪市北区天神橋4-12-17,06-6882-4649
地鶏専門たか鳥 お初天神店,大阪府大阪市北区曽根崎2-5-25,06-6312-4649
大阪焼肉 神戸あぶり牧場 北梅田店,大阪府大阪市北区豊崎2-4-25,06-6136-5977
肉 ばくれん,大阪府大阪市北区国分寺2-2-28,06-6867-7729
ゆかり 天三店,大阪府大阪市北区天神橋3-1-12,06-6353-1414
薩摩郷土料理 ぢどり亭 南森町,大阪府大阪市北区天神橋3-1-43,06-6882-5277
“R”RIVERSIDE GRILL＆BEER GARDEN,大阪府大阪市北区中之島1 中之島公園,050-3623-2485
魚伊 天五店,大阪府大阪市北区天神橋5-5-5,06-6882-3547
相撲茶屋 寺尾 大阪店,大阪府大阪市北区梅田2-4-6,06-6453-1667
虎ノ王つけ麺ラー麺 阪急東通り店,大阪府大阪市北区神山町9-8,06-6361-5978
松屋 梅田店,大阪府大阪市北区小松原町1-27 エビスビル,06-6367-8400
大衆酒場ぎふや 中崎町店,大阪府大阪市北区中崎西2-2-6,06-6643-9254
ダイワ食堂 天七店,大阪府大阪市北区 天神橋7-10-5,06-6353-7600
焼賣太樓 桜橋店,大阪府大阪市北区 梅田2-1-16,06-6341-7061
オリジナル韓日膳 武福,大阪府大阪市北区 天神橋4-12-9,06-6358-7138
ANDRE,大阪府大阪市北区 曽根崎2-13-9,06-6365-9514
カレー屋 カルダモン,大阪府大阪市北区 天神橋6-5-3,06-6358-7223
ヒルトン大阪 マイプレイス カフェ＆バー,大阪府大阪市北区 梅田1-8-8,06-6347-0310
上川南店,大阪府大阪市北区 天神橋5-4-11,06-6351-8248
おかめ,大阪府大阪市北区 西天満3-14-9,06-6311-6436
信州そば 御岳さん,大阪府大阪市北区 堂島1-2-12,06-6345-0411
和佐,大阪府大阪市北区 南森町2-1-6,06-6361-2890
カロク,大阪府大阪市北区 曽根崎2-12-5,06-6366-0696
旬菜織部,大阪府大阪市北区 堂島3-2-4,06-6344-7577
タコハウス,大阪府大阪市北区 芝田1-6-10,06-6376-0089
大甚,大阪府大阪市北区 中崎西3-1-10,06-6373-3965
鶴天,大阪府大阪市北区 大淀中3-15-13,06-6454-5427
和,大阪府大阪市北区 天満3-11-10,06-6353-5108
ファミーユ,大阪府大阪市北区 堂島2-1-24,06-6344-2031
松崎屋,大阪府大阪市北区 天神橋4-7-27,06-6351-7097
豆寅,大阪府大阪市北区 西天満6-5-3,06-6364-5958
味吉屋,大阪府大阪市北区 大淀中2-5-8,06-6453-0419
耶馬村,大阪府大阪市北区 堂島1-2-23,06-4797-0789
ロイスの店,大阪府大阪市北区 西天満3-8-17,06-6365-1130
Bar Foggy,大阪府大阪市北区 西天満4-5-3,06-6316-0099
words cafe,大阪府大阪市北区 天神橋2-5-18,06-6353-1980
加賀料理 佐助,大阪府大阪市北区 西天満4-5-25,06-6365-6640
双月,大阪府大阪市北区 天神橋3-9-9,06-6358-4509
つる家,大阪府大阪市北区 天神橋4-5-15,06-6351-3501
どんどん亭,大阪府大阪市北区 中崎3-3-9,06-6359-0330
ひろ川,大阪府大阪市北区 天神橋3-4-16,06-6351-8884
とん平焼 本とん平,大阪府大阪市北区 曽根崎2-13-19,06-6311-2395
メロディ,大阪府大阪市北区 芝田1-5-14,06-6373-2326
焙煎工房 カフェ ド タイムリー 天神橋店,大阪府大阪市北区 天神橋7-2-10,06-6357-5050
珈琲館潤,大阪府大阪市北区 天神橋3-1-17,06-6353-5956
珈琲館 吉田,大阪府大阪市北区 天神橋1-9-11,06-6352-2908
珈琲院 豆香,大阪府大阪市北区 天神橋1-18-14,06-6353-8506
白鳥,大阪府大阪市北区 同心1-11-5,06-6353-3732
Tucusi,大阪府大阪市北区 曽根崎2-5-30,06-6362-2948
炙りの紀楽,大阪府大阪市北区 天満3-8-13,06-4800-0464
ことぶき,大阪府大阪市北区 天神橋4-10-3,06-6353-9041
同心亭,大阪府大阪市北区 同心2-15-25,06-6358-5991
まるやま,大阪府大阪市北区 中津1-8-14,06-6375-5914
焼肉 味門,大阪府大阪市北区 芝田1-7-11,06-6372-9857
家,大阪府大阪市北区 池田町15-5,06-6358-2665
焼肉 茜,大阪府大阪市北区 芝田1-15-15,06-6375-2212
有楽,大阪府大阪市北区 大淀中3-1-25,06-6454-4146
蛍屋,大阪府大阪市北区 芝田2-4-2,06-6373-3429
いせや,大阪府大阪市北区 豊崎3-15-8,06-6375-1472
いちげん屋,大阪府大阪市北区 西天満4-10-3,06-6365-5986
海千山千 本店,大阪府大阪市北区 芝田1-6-12,06-6373-3496
上通り,大阪府大阪市北区 堂島1-1-20,06-6341-7944
イタリアンバール コインズアウル,大阪府大阪市北区 池田町12-8,06-6358-2680
正ちゃん,大阪府大阪市北区 豊崎3-15-18,06-6371-9032
末広,大阪府大阪市北区 梅田2-1-16,06-6341-8300
居酒屋 天馬,大阪府大阪市北区 天神橋7-5-8,06-6353-0190
居酒屋 呑助,大阪府大阪市北区 天神橋3-9-15,06-6881-1677
福寿酒蔵,大阪府大阪市北区 梅田1-3-1,06-6341-1138
まだらや,大阪府大阪市北区 天神橋2-2-20,06-6351-3915
やよい,大阪府大阪市北区 天神橋2-2-8,06-6353-1248
大淀信州そば 中津店,大阪府大阪市北区 豊崎3-15-3,06-6372-1185
更科,大阪府大阪市北区 西天満3-12-38,06-6365-1214
更科 天六店,大阪府大阪市北区 浮田2-1-10,06-6373-1721
大一そば 天満本店,大阪府大阪市北区 天神橋4-11-6,06-6353-0587
手打ちうどん一,大阪府大阪市北区 西天満5-15-14,06-6362-1011
利賀,大阪府大阪市北区 西天満4-3-5,06-6365-0563
若菜そば 梅田駅三階店,大阪府大阪市北区 芝田1-1-2,06-6375-7751
うどん処 福倉,大阪府大阪市北区 長柄東3-2-1,06-6358-7845
やまがそば,大阪府大阪市北区 西天満5-11-9,06-6312-2816
おでんひさご,大阪府大阪市北区 曽根崎2-14-25,06-6313-2334
関東煮 権兵衛,大阪府大阪市北区 池田町6-10,06-6351-4886
濱屋,大阪府大阪市北区 芝田1-3-12,06-6371-7369
T＆A 東天満店,大阪府大阪市北区 同心1-1-22,06-6351-7677
ケーツーカレーハウス,大阪府大阪市北区 芝田1-7-9,06-6371-3685
カレーライス専門店 福島 上等カレー 天神橋店,大阪府大阪市北区 天神橋1-11-4,06-6353-6118
梨花食堂 天満本店,大阪府大阪市北区 天神橋4-8-15,06-6358-0787
Hibio,大阪府大阪市北区 天神橋4-6-19,06-6352-7013
薔薇園,大阪府大阪市北区 中崎3-1-19,06-6371-4731
割烹 丸八,大阪府大阪市北区 長柄西2-2-7,06-6358-6500
りょうりや しるべえ,大阪府大阪市北区 南森町2-2-13,06-6362-6088
一富士食堂,大阪府大阪市北区 天満2-13-16,06-6351-1259
グリルSano惣,大阪府大阪市北区 長柄西2-4-14,06-6354-8110
すえひろ,大阪府大阪市北区 芝田2-2-8,06-6373-1714
力餅食堂 中崎町店,大阪府大阪市北区 中崎1-9-2,06-6372-1458
三樹,大阪府大阪市北区 堂島1-3-36,06-6345-8186
亀の池 浪速,大阪府大阪市北区 天神橋2-5-10,06-6352-3232
春,大阪府大阪市北区 西天満3-6-1,06-6362-5718
東海園,大阪府大阪市北区 天神橋4-6-18,06-6351-9844
宝喜,大阪府大阪市北区 天満2-8-4,06-6358-3574
柴田,大阪府大阪市北区 曽根崎1-1-15,06-6314-3517
かっぱ,大阪府大阪市北区 曽根崎1-1-14,06-6364-0708
栄楽鮓,大阪府大阪市北区 天満4-8-2,06-6353-7996
おかざき,大阪府大阪市北区 堂島1-1-20,06-6348-0039
すし政 中店,大阪府大阪市北区 天神橋5-6-19,06-6358-2558
すし政 東店,大阪府大阪市北区 天神橋5-3-4,06-6358-2559
春駒 南店,大阪府大阪市北区 天神橋5-6-8,06-6351-9103
よしむら,大阪府大阪市北区 長柄西2-4-16,06-6358-5647
亜茶羅,大阪府大阪市北区 中津1-13-5,06-6374-2120
佳楽,大阪府大阪市北区 西天満4-12-2,06-6130-5586
たもん,大阪府大阪市北区 中崎1-9-5,06-6372-3907
宇鳥天,大阪府大阪市北区 西天満5-15-14,06-6315-8594
可真人,大阪府大阪市北区 浮田1-5-23,06-6374-7077
鳥小屋,大阪府大阪市北区 西天満6-6-2,06-6365-8481
麺屋 鶏魂 鳥福2号店,大阪府大阪市北区 天神橋5-1-6,06-6358-2646
鶏坊,大阪府大阪市北区 堂島1-2-30,06-6341-3060
とりやん,大阪府大阪市北区 天神橋3-11-34,06-6357-8184
地鶏焼 もあい,大阪府大阪市北区 天神橋2-2-28,06-6353-8510
闘鶏 本店,大阪府大阪市北区 神山町8-9,06-6312-4959
味香佐,大阪府大阪市北区 小松原町1-1,06-6312-9870
鮨ろく,大阪府大阪市北区 西天満4-12-22,06-6367-5040
上等カレー 西天満店,大阪府大阪市北区 西天満6-8-2,06-6364-2992
一品香,大阪府大阪市北区 本庄西1-12-23,06-6373-0198
新京,大阪府大阪市北区 天神橋7-14-16,06-6356-6331
豊崎飯店,大阪府大阪市北区 豊崎1-8-13,06-6373-3457
中華料理 ひげ,大阪府大阪市北区 芝田1-6-11,06-6375-5581
らくらく亭,大阪府大阪市北区 豊崎1-2-2,06-6371-9327
グリルポテト,大阪府大阪市北区 中崎1-6-20,06-6359-2981
花ごころ,大阪府大阪市北区 天神橋4-1-3,06-6352-1101
井津長,大阪府大阪市北区 堂島3-4-11,06-6451-5026
みずぐち,大阪府大阪市北区 天神橋1-17-13,06-6356-1010
麺や 天四郎,大阪府大阪市北区 天神橋4-10-8,06-6352-1046
Bevitore,大阪府大阪市北区 池田町6-12,06-6358-8850
タリーズコーヒー 梅田スクエアビルディング店,大阪府大阪市北区 梅田1-12-17,06-6346-0385
ホワイトラビットタバーン,大阪府大阪市北区 豊崎5-7-8,06-6373-6150
大阪亭 天神橋店,大阪府大阪市北区 天神橋1-10-8,06-6356-4081
天下一品 中津店,大阪府大阪市北区 中津1-13-16,06-6373-0072
海匠,大阪府大阪市北区 堂島1-4-24,06-6346-1688
串焼 一直,大阪府大阪市北区 天神橋2-1-47,06-6351-5371
博多ラーメン げんこつ 梅田店,大阪府大阪市北区 芝田1-3-18,06-6375-3536
天下一品 東梅田店,大阪府大阪市北区 野崎町9-12,06-6316-0006
揚子江ラーメン名門 神山店,大阪府大阪市北区 神山町10-10,06-6315-8002
ラーメン平和,大阪府大阪市北区 芝田1-14-11,06-6375-2209
コロンボ,大阪府大阪市北区 天神橋6-5-11,06-6351-1812
エスカルゴ,大阪府大阪市北区 大淀中4-4-1,06-6458-1515
エルパティオ,大阪府大阪市北区 本庄西3-1-11,06-6373-2995
大淀,大阪府大阪市北区 中津6-8-2,06-6458-6854
カフェ ド キャッスル,大阪府大阪市北区 中之島6-2-27,06-6441-5630
カフェ レザンジュ,大阪府大阪市北区 西天満5-15-10,06-6364-8800
カレン,大阪府大阪市北区 中之島3-1-8,06-6441-1863
喫茶 01,大阪府大阪市北区 中津3-25-5,06-6375-1416
K,大阪府大阪市北区 芝田2-2-17,06-6373-2844
コバヤシ,大阪府大阪市北区 堂島2-1-16,06-6345-7260
サモア,大阪府大阪市北区 豊崎3-15-8,06-6372-8133
しのはら,大阪府大阪市北区 大淀中2-5-6,06-6451-1276
ソフィア,大阪府大阪市北区 天神橋7-7-13,06-6353-5374
コーヒーバー ラストン,大阪府大阪市北区 長柄西1-2-25,06-6352-2781
パイン,大阪府大阪市北区 天神橋2-5-21,06-6351-7143
天満プランタン,大阪府大阪市北区 天神橋4-4-1,06-6358-3106
ボア,大阪府大阪市北区 中之島3-5-24,06-6441-1348
ポパイ,大阪府大阪市北区 堂山町8-18-310,06-6315-1502
ミキヤ,大阪府大阪市北区 中崎1-5-22,06-6371-8035
喫茶 モーデン,大阪府大阪市北区 天神橋4-11-13,06-6351-2436
モナミ,大阪府大阪市北区 西天満5-14-7,06-6312-0090
ROCCO,大阪府大阪市北区 本庄西1-4-11,06-6372-7787
鳥仙,大阪府大阪市北区 天神橋6-3-12,06-6358-0845
BISTRO BAR CCEUR de VIN,大阪府大阪市北区 天満1-5-2,06-6351-4088
韓国料理 マシ亭,大阪府大阪市北区 天神橋3-1-18,06-6351-5813
珍味,大阪府大阪市北区 池田町5-7,06-6351-2508
サムギョプサル・もつ鍋の店 天神橋 韓喰,大阪府大阪市北区 天神橋3-8-4,06-6354-2102
吟作,大阪府大阪市北区 西天満5-15-18,06-6311-2313
十勝そば つざわ,大阪府大阪市北区 西天満5-15-18,06-6361-0608
おはし処 矢乃,大阪府大阪市北区 西天満4-11-8,06-6364-4788
たけ家,大阪府大阪市北区 同心2-4-16,06-6351-3993
吉々,大阪府大阪市北区 中之島3-1-8,06-6446-0110
らーめん弥七,大阪府大阪市北区 豊崎3-4-8,06-6373-0035
千里しゃぶ亭 天神橋店,大阪府大阪市北区 天神橋3-1-15,06-6354-9966
洋食の店 Kitchen cotocoto,大阪府大阪市北区 西天満5-11-3,06-6311-0350
や満祢,大阪府大阪市北区 堂島1-3-1,06-6348-1460
坦々つけ麺 ごまゴマ,大阪府大阪市北区 豊崎2-4-5,06-6374-6040
晴屋 本店,大阪府大阪市北区 曽根崎2-7-14,06-6311-4320
Dips,大阪府大阪市北区 西天満5-11-4,06-6131-0266
農薬不使用野菜・こだわり素材の和食 達屋 阪急梅田店,大阪府大阪市北区 芝田1-6-13,06-6373-3388
たこ焼 玉屋,大阪府大阪市北区 国分寺1-3-4,06-6358-0866
繁昌そば,大阪府大阪市北区 天神橋3-8-26,06-6358-7088
天下一品 天六店,大阪府大阪市北区 国分寺1-3-1,06-6357-7716
ほっと あわとく,大阪府大阪市北区 西天満4-13-1,06-6364-6228
graf studio,大阪府大阪市北区 中之島4-1-9,06-6459-2100
珈琲倶楽部かるがも,大阪府大阪市北区 天神橋6-7-19,06-6357-8582
食彩酒房 ぱる亭,大阪府大阪市北区 中津1-10-3,06-6372-3647
伊吹珈琲店,大阪府大阪市北区 天神橋1-20-13,06-6354-7000
cafe＆gallery閑花,大阪府大阪市北区 東天満1-12-2,06-6353-8148
喫茶ケルン,大阪府大阪市北区 天神橋2-4-2,06-6353-6264
○や,大阪府大阪市北区 天神橋5-2-1,06-6352-3637
ラーメン工房 大龍,大阪府大阪市北区 天神橋2-4-20,06-6358-6474
寛子,大阪府大阪市北区 天神橋5-6-3,06-6353-5428
neigHBor,大阪府大阪市北区 浮田1-2-10,06-7501-7529
酒庫,大阪府大阪市北区 曽根崎2-13-5,06-6312-2280
出入橋きんつば屋,大阪府大阪市北区 堂島3-4-10,06-6451-3819
大安,大阪府大阪市北区 天神橋4-11-2,06-6351-4155
上谷商店,大阪府大阪市北区 天神橋4-6-17,06-6351-2647
ミナミカワ,大阪府大阪市北区 天神橋1-15-10,06-6351-5994
松浦酒店,大阪府大阪市北区 西天満4-2-15,06-6364-4402
地鶏網焼＆Bar Shu,大阪府大阪市北区 芝田1-3-14,06-6359-3773
うまいもん家 18,大阪府大阪市北区 西天満4-10-7,06-6311-1418
ピエロ 場末の酒場,大阪府大阪市北区 曽根崎2-10-31,06-6361-2855
茶屋町まぐろや,大阪府大阪市北区 芝田1-15-7,06-6373-3676
ダイワ食堂 天五店,大阪府大阪市北区 天神橋5-3-19,06-6356-1560
そば うどん 今日亭 中崎店,大阪府大阪市北区 中崎西4-2-25,06-6371-4427
RAINBOW,大阪府大阪市北区 黒崎町9-22 サンコーレジャービル,06-6359-2220
Salon de AManTo,大阪府大阪市北区 中崎西1-7-26,06-6371-5840
WINE SHIRATAKI SHOP＆BAR,大阪府大阪市北区 天神橋3-1-28,06-6351-4738
Bar SOURCE 天満店 お好み焼き＆バー ソース,大阪府大阪市北区 天神橋4-12-21,06-6881-5820
居酒屋 兆か繁,大阪府大阪市北区 浪花町4-19,06-6371-1483
酒の奥田,大阪府大阪市北区 天神橋4-12-22,06-6351-9514
Morozoff 阪急三番街店,大阪府大阪市北区 芝田1-1-3,06-6372-8825
SPACERING,大阪府大阪市北区 天神橋2-2-3,06-4801-8555
九州らーめん亀王 堂島店,大阪府大阪市北区 堂島2-2-37,06-6442-7101
レジェンダ（LEGGENDA）,大阪府大阪市北区 堂島1-2-25,06-6346-5007
La Barcaccia,大阪府大阪市北区 豊崎3-5-17,06-6373-8181
くりやん,大阪府大阪市北区 神山町9-13,06-6316-0726
出入橋 助六,大阪府大阪市北区 堂島3-2-4,06-6341-0767
堂島 雪花菜,大阪府大阪市北区 堂島3-2-8,06-6450-0203
立呑屋 神,大阪府大阪市北区 天神橋7-3-8,06-6357-1110
妻味,大阪府大阪市北区 南森町1-4-28,06-6362-6099
大吾郎商店,大阪府大阪市北区 大淀中4-15-15,06-6458-5236
焼とり 串 鳥匠 南森町本店,大阪府大阪市北区 南森町1-2-14,06-6313-1905
雅楽茶,大阪府大阪市北区 中崎西1-9-12,06-6375-3075
フレンチ食堂 Cercle,大阪府大阪市北区 中崎3-1-8,06-6373-6232
グリーンカレー専門店メティ 天満本店,大阪府大阪市北区 天神橋4-12-25,06-6354-5059
きわ心,大阪府大阪市北区 中崎1-1-22,06-6311-9556
とく家,大阪府大阪市北区 西天満3-11-3,06-6367-0558
船場カリー SEMBA CURRY RESTAURANT 大阪天満宮店,大阪府大阪市北区 天神橋2-5-29,06-6135-1008
船場カリー SEMBA CURRY RESTAURANT 西天満店,大阪府大阪市北区 西天満4-3-19,06-6367-3623
大分唐揚げ専門店 とりあん 中津店,大阪府大阪市北区 中津1-7-17,06-6372-1114
肴や,大阪府大阪市北区 天神橋4-11-20,06-6356-1900
とんかつ 真,大阪府大阪市北区 西天満3-8-18,06-6362-2033
いわ伊,大阪府大阪市北区 西天満4-6-29,06-6131-1616
もも千鳥,大阪府大阪市北区 長柄西1-6-14,06-6882-1254
和豊,大阪府大阪市北区 西天満4-5-3,06-6809-2242
C．C．ハウス なかしま,大阪府大阪市北区 曽根崎2-2-11,06-6312-2621
北サンボア,大阪府大阪市北区 曽根崎2-2-12,06-6311-3645
明昭屋,大阪府大阪市北区 天神橋3-2-25,06-6358-1831
八番,大阪府大阪市北区 中崎西1-6-36,06-6371-6725
家庭料理 穂光,大阪府大阪市北区 豊崎3-5-11,06-6372-3635
炭焼と釜飯 さかぐち,大阪府大阪市北区 曾根崎2-14-7,06-6312-3386
善道,大阪府大阪市北区 堂島1-3-14,06-6345-1122
グリルらんぷ亭,大阪府大阪市北区 天神橋4-6-16,06-6881-6266
いづみや,大阪府大阪市北区 天神橋3-6-17,06-6351-6647
松屋,大阪府大阪市北区 曽根崎2-13-20,06-6361-4708
さち,大阪府大阪市北区 池田町2-7,06-6358-3855
焼鶏屋 勝商店,大阪府大阪市北区 曽根崎2-10-22,06-6364-1295
料理 松弥,大阪府大阪市北区 西天満4-2-7,06-6367-0570
シレーナ,大阪府大阪市北区 池田町6-14,06-4800-4007
cafe 太陽ノ塔 GREEN WEST,大阪府大阪市北区 中崎西2-4-36,06-6131-4400
カチャトーレ ヤマガミ,大阪府大阪市北区 豊崎4-3-1,06-6743-4164
き与すし,大阪府大阪市北区 天神橋5-3-13,06-6354-2189
R j,大阪府大阪市北区 天満3-2-1,06-6809-7502
活海老バル orb 天満店,大阪府大阪市北区 池田町8-7,06-4800-0106
旬の蔵 輔,大阪府大阪市北区 天神橋4-5-10,06-6351-3309
お好み焼・鉄板焼 狸狸亭 北梅田店,大阪府大阪市北区 豊崎1-1-6,06-6374-7039
洋風居酒屋 中星亭,大阪府大阪市北区 豊崎4-2-16,06-6375-9205
ダイニングキッチン＆創作料理 夏花火,大阪府大阪市北区 大淀中2-7-28,06-6458-8183
