会社名,住所,電話番号
Ａｉ,京都府京都市東山区祇園町北側３４２−３,075-533-3211
吉うた,京都府京都市東山区祇園町南側５７０−１２２,075-561-0316
レストラン山地陽介,京都府京都市東山区祇園町南側５７０−１５１,075-561-8001
ＨＡＮＡ−ＫＯＭＡＣＨＩ,京都府京都市東山区八坂新地富永町１０５,075-551-8750
祇をん華,京都府京都市東山区祇園町北側３４７−１０４,075-541-1055
レジーナ,京都府京都市東山区祇園町北側３４７−４３,075-551-2040
株式会社ポータケット,京都府京都市東山区今熊野日吉町４６−１,075-533-7308
びんご,京都府京都市東山区祇園町北側３４７−３２,075-551-0309
祇園椿,京都府京都市東山区祇園町南側５７０−１４８,075-708-2607
なか原,京都府京都市東山区祇園町北側２８６−５,075-551-5215
ぎをん天婦羅 天宗,京都府京都市東山区祇園町南側５７０−１１９,075-561-0555
ぷちしあん,京都府京都市東山区本町２２丁目４９９,075-525-7207
ＫＡＧＵＲＡ,京都府京都市東山区祇園町北側２７０−２,075-561-3377
ロル（ＬＯＬ）,京都府京都市東山区祇園町北側３４７−３９,075-746-4654
ＪＵＮＡ,京都府京都市東山区祇園町北側３４７−４３,075-531-8588
永都,京都府京都市東山区祇園町北側２７０−２,075-741-8077
うさぎの小部屋,京都府京都市東山区祇園町北側３４７−５,075-741-6178
川村料理平 祇園店,京都府京都市東山区祇園町北側３４７−９６,075-551-1347
ｇｉｏｎＫ,京都府京都市東山区祇園町北側３２２−２,075-708-6505
クラブミスフィリピン,京都府京都市東山区祇園町北側３４６−７２,075-551-7331
祇園ゆたか,京都府京都市東山区祇園町南側５７０−８,075-531-0476
ＳＴＥＡＫＨＯＵＳＥ花本,京都府京都市東山区祇園町北側２８２−２１,075-744-0329
アリス（Ａｌｉｃｅ）,京都府京都市東山区祇園町北側３４３−９,075-551-7217
キャンディーショータイム 京都祇園店,京都府京都市東山区祇園町南側５７３−５,075-532-2055
クシャクシャ（９４８９４８）,京都府京都市東山区祇園町北側３４７−１５３,075-541-7667
ドンファン２,京都府京都市東山区祇園町北側３４７−３３,075-551-4010
カルディンアンドミュージック,京都府京都市東山区祇園町北側３４７−９,075-541-6886
祇園ＮＩＴＩ,京都府京都市東山区祇園町南側５７０−８,075-525-7128
祇をん尚,京都府京都市東山区祇園町南側５７０−２３,075-541-0088
豆寅祇園,京都府京都市東山区祇園町南側５７０−２３５,075-532-3955
万年青,京都府京都市東山区祇園町北側２８２−２,075-533-0131
ｃｕｒｒｙ＆ｔｅｍｐｕｒａコイスス（ｋｏｉｓｕｓ）,京都府京都市東山区宮川筋３丁目２９２,075-551-2254
きょう坂,京都府京都市東山区清水３丁目３３７,075-744-0039
ＧＩＯＮＧＯＺＵ 本店,京都府京都市東山区祇園町北側３４７−２９,075-541-4727
立礼茶室然美,京都府京都市東山区祇園町南側５７０−１２０,075-525-4020
祇園福山,京都府京都市東山区祇園町南側５７０−１１８,075-561-5757
祇をん段ばた,京都府京都市東山区祇園町南側５７０−１２８,075-585-5747
ＯＲＩＯＮ,京都府京都市東山区祇園町北側３４７−７,075-525-6761
祇園甲部組合,京都府京都市東山区祇園町南側５７０−２,075-561-1115
ＭＡＭＥＴＯＲＡ,京都府京都市東山区祇園町南側５７０−１２７,075-585-5558
井筒屋,京都府京都市東山区祇園町南側５７０−１５６,075-561-2651
ピース,京都府京都市東山区祇園町北側３４７−３１,075-525-4321
ＡＲＥＡ５８,京都府京都市東山区祇園町北側３４７−１５１,075-533-4877
株式会社萬養軒,京都府京都市東山区祇園町南側５７０−１２０,075-533-8881
ふじ原,京都府京都市東山区祇園町北側３４７−１３８,075-525-5088
食之源,京都府京都市東山区清水４丁目１３９,075-525-5151
川上,京都府京都市東山区祇園町南側５７０−１２２,075-541-1071
祇園浪漫,京都府京都市東山区祇園町南側５７０−１２１,075-525-8050
ポコ・ア・ポコ,京都府京都市東山区祇園町北側２７０−２,075-531-2457
ちょーろ（佇鷺）,京都府京都市東山区祇園町南側５７０−１２２,075-561-2912
うを多,京都府京都市東山区祇園町南側５７０−１７０,075-541-4662
京都阪口,京都府京都市東山区清水３丁目３３４,075-561-8105
東ずし祇園店,京都府京都市東山区祇園町北側２７０−５,075-531-0262
あさこ,京都府京都市東山区花見小路新門前上,075-533-3088
祇園坂田,京都府京都市東山区祇園町南側５７０−２３１,075-541-1111
廣島家,京都府京都市東山区祇園町南側５７０−１,075-561-4660
おか,京都府京都市東山区祇園町北側３４７−６,075-551-2566
まゆ,京都府京都市東山区大和町大路末吉東入,075-561-0282
おかる,京都府京都市東山区八坂新地富永町１３２,075-561-1314
ぎおん・阪川,京都府京都市東山区祇園町南側５７０−１９９,075-532-2801
まめ鶴,京都府京都市東山区祇園町南側５７０−８,075-561-9170
有限会社福嶋,京都府京都市東山区祇園町南側５７０−８,075-561-1709
バディー９２,京都府京都市東山区祇園町北側３４７−５,075-525-3788
ファニーカンパニー,京都府京都市東山区祇園町北側３４７−１３８,075-561-8671
香織,京都府京都市東山区祇園町北側３４７−１５９,075-525-5333
志津,京都府京都市東山区新宮川町松原下,075-561-5103
比路松,京都府京都市東山区祇園町南側５７０−１４９,075-561-0370
花見小路,京都府京都市東山区祇園町南側５７０−１２８,075-561-0704
ゆき恵,京都府京都市東山区八坂新地清本町３６４,075-561-6814
スナック中花,京都府京都市東山区祇園町北側２７０−２,075-541-2429
パラダイス,京都府京都市東山区祇園町北側３４７−３４,075-541-2541
春子,京都府京都市東山区八坂新地清本町３７２,075-561-3088
ぷらむ,京都府京都市東山区祇園町北側２５９−１,075-551-3716
廣島家,京都府京都市東山区祇園町南側５７０−１,075-561-0886
ゆうメンバーズ,京都府京都市東山区祇園町北側３４７−８６,075-561-1019
ステーキハウスなか彦,京都府京都市東山区祇園町南側５７０−１,075-551-5529
花熊,京都府京都市東山区祇園町南側５７０−１１８,075-541-6777
てる子,京都府京都市東山区祇園町南側５７０−１７,075-525-0012
モンクス,京都府京都市東山区祇園町南側５７０−１９１,075-525-0856
奥丹,京都府京都市東山区清水３丁目３４０,075-525-2051
阿古屋茶屋,京都府京都市東山区清水３丁目３４３,075-531-0056
勝きぬ,京都府京都市東山区花見小路新橋西入,075-561-0499
勝きぬ,京都府京都市東山区花見小路新橋西入,075-561-4450
新橋,京都府京都市東山区花見小路新橋西,075-561-5738
おとんぼ,京都府京都市東山区花見小路新橋西南角,075-561-9836
蛸長,京都府京都市東山区宮川筋１丁目２３７,075-525-0170
ポール,京都府京都市東山区宮川筋１丁目２１６,075-541-0907
志津,京都府京都市東山区八坂新地富永町１３４,075-531-1008
リゼ（Ｒｉｓｅ）,京都府京都市東山区祇園町北側３４７−９,075-531-0538
緋紗,京都府京都市東山区祇園町南側５７０−１３９,075-525-2304
にしむら,京都府京都市東山区祇園町南側５７０−１６０,075-525-4700
梨吉,京都府京都市東山区八坂新地末吉町９５,075-531-2421
水曜日の朝,京都府京都市東山区花見小路四条上東側,075-525-2210
大恒,京都府京都市東山区祇園町南側５７０−１６,075-561-2658
シエルエトワレ,京都府京都市東山区祇園町北側３４７−１４４,075-532-1183
ボビイ,京都府京都市東山区祇園町南側５７０−８８,075-561-1884
スナック吉岡,京都府京都市東山区八坂新地末吉町７７,075-541-4855
祇園う,京都府京都市東山区祇園町南側５７０−１２０,075-551-9966
蘭々,京都府京都市東山区花見小路末吉西入,075-533-2848
優歌里,京都府京都市東山区祇園町北側３４７−４９,075-533-4512
パライゾ,京都府京都市東山区祇園町北側３４５−１,075-541-5550
グレー,京都府京都市東山区八坂新地富永町１２３,075-541-5450
こかじ,京都府京都市東山区粟田口三条坊町２−２６,075-561-3386
メンバーズクラブＪ,京都府京都市東山区祇園町北側３４７−８７,075-533-1414
松葉元,京都府京都市東山区祇園町南側５７０−２３８,075-561-0062
メンバーズようこ,京都府京都市東山区八坂新地富永町１２２,075-551-0368
堀八重,京都府京都市東山区宮川筋４丁目３１９,075-561-1642
ラウンジ阿蘇,京都府京都市東山区八坂新地末吉町９５,075-541-8256
えすあい,京都府京都市東山区祇園町北側３４７−１６４,075-533-2647
杉きみ,京都府京都市東山区宮川筋５丁目３２８,075-561-2600
ニンベン,京都府京都市東山区新橋大和大路東入,075-561-0164
麻紗子,京都府京都市東山区祇園町北側３４７−５１,075-531-1059
ふる川,京都府京都市東山区祇園町南側５７０−１２２,075-561-0261
和,京都府京都市東山区祇園町北側３４７−１３６,075-533-4900
いづう,京都府京都市東山区八坂新地清本町３６７,075-561-0752
クミコズバー,京都府京都市東山区祇園町北側３４７−２９,075-541-0935
ＢーＳＴＹＬＥ,京都府京都市東山区祇園町北側２８１−１,075-541-0507
泉政,京都府京都市東山区祇園町南側５７０−８,075-561-4693
高澤,京都府京都市東山区泉涌寺東林町３７,075-561-6238
井筒屋,京都府京都市東山区祇園町南側５７０−１５６,075-541-1869
孝鶴,京都府京都市東山区祇園町南側５７０−６,075-561-3778
フェロー＆フェロー,京都府京都市東山区祇園町北側３４７−２９,075-525-0770
アットワンスシィエイト,京都府京都市東山区富永町切通し東入北側,075-551-8553
バーアッシュ（Ｂａｒａｓｈ）,京都府京都市東山区祇園町北側２８２−４,075-531-8585
ＡＶＡＮＴＧＡＲＤＥ,京都府京都市東山区祇園町北側３４７−３４,075-551-9393
栩栩膳,京都府京都市東山区祇園町南側５７０−１２３,075-551-9910
千,京都府京都市東山区祇園町北側２９０−８,075-541-3940
アルフレット,京都府京都市東山区八坂新地末吉町９５,075-525-1436
まち子,京都府京都市東山区八坂新地末吉町９５,075-561-3401
うゑ柳,京都府京都市東山区祇園町北側３４７−４０,075-551-3833
ＢａｒＫｕｎｓｈｉｋａセカンド,京都府京都市東山区祇園町北側２７０−５,075-531-2015
来夢,京都府京都市東山区祇園町北側２８２−６,075-541-3899
よし冨美,京都府京都市東山区宮川筋４丁目３２３,075-525-1383
花郷,京都府京都市東山区祇園町南側５７０−１２０,075-561-3311
大仲,京都府京都市東山区祇園町北側３４７−１１１,075-561-2967
まんざら祇園店,京都府京都市東山区祇園町南側５７０−１２８,075-532-3619
又吉,京都府京都市東山区祇園町南側５７０−１２３,075-551-0117
アベス（Ａｂｂｅｓｓｅｓ）,京都府京都市東山区祇園町南側５７０−２３２,075-533-2501
つぼみ,京都府京都市東山区祇園町南側５７０−２３２,075-541-5566
ｍｉｕ,京都府京都市東山区八坂新地末吉町９５,075-525-2576
畑中,京都府京都市東山区宮川筋４丁目３０７,075-525-2583
祇園・蕾,京都府京都市東山区祇園町北側３４７−１２２,075-533-7788
承,京都府京都市東山区祇園町北側３４４−８,075-532-4411
ぼんとん,京都府京都市東山区宮川筋４丁目３２１,075-551-2436
トミ,京都府京都市東山区祇園町南側５７０−２３６,075-551-0175
祇園おくむら,京都府京都市東山区祇園町南側５７０−６,075-541-2205
美恋花,京都府京都市東山区祇園町北側３４７−３４,075-541-0755
まん,京都府京都市東山区祇園町北側３４７−４１,075-551-3119
肉まぶし専門店稀,京都府京都市東山区祇園町北側３３８−１,075-531-0777
ａｇｎｅｓｂ．ＣＡＦＥ 祇園店,京都府京都市東山区祇園町南側５７０−１２８,075-334-5202
みやじや,京都府京都市東山区祇園町北側３４７−５１,075-531-3555
有限会社アクトプランニング,京都府京都市東山区祇園町北側３４７−３４,075-533-9889
宮川町お茶屋組合,京都府京都市東山区宮川筋４丁目３０６,075-561-1151
澤正,京都府京都市東山区今熊野宝蔵町１０−８,075-561-4786
芳きし,京都府京都市東山区祇園町南側５７０−６,075-561-0360
芳きし,京都府京都市東山区祇園町南側５７０−６,075-561-3107
杢兵衛,京都府京都市東山区祇園町南側５７０−１２０,075-525-0115
丸八,京都府京都市東山区八坂新地末吉町７７,075-561-1417
Ｃｒｅｗ,京都府京都市東山区祇園町北側３４７−１５１,075-551-7558
いふき,京都府京都市東山区祇園町南側５７０−８,075-525-6665
ラウンジカシェット,京都府京都市東山区祇園町北側３４７−１２８,075-531-8750
ツインクル,京都府京都市東山区祇園町北側３４７−９０,075-525-2330
Ｋｉｙｏｍｉｚｕ,京都府京都市東山区清水４丁目１６６,075-533-7715
ステーキハウスよしだ,京都府京都市東山区祇園町南側５７０−１２２,075-525-2025
祇をん宮由紀,京都府京都市東山区祇園末吉切通し西入北側,075-551-0012
クラブペペ,京都府京都市東山区祇園末吉切通し西入北側,075-531-1113
Ａｒｉｅｓ,京都府京都市東山区弁財天町８−３Ｆ２３,075-741-8626
京都勝牛 清水五条坂店,京都府京都市東山区五条橋東６丁目５８３−１０６,075-551-5366
祇園ふわり,京都府京都市東山区八坂新地清本町３７４−３,075-551-3538
洋食わらじや,京都府京都市東山区清水１丁目２６９−１,075-532-6601
一寸法師ＪａｐａｎｅｓｅＮｏｏｄｌｅ清水本店,京都府京都市東山区清水４丁目１４８−６,075-741-8070
ＪＡＩＫＡＲＩＫＡ,京都府京都市東山区五条橋東６丁目５０６−１０４,075-741-7111
桜花爛漫 清水本店,京都府京都市東山区五条橋東６丁目５８３−３４,075-551-3444
りんごの木,京都府京都市東山区八坂新地末吉町８３−８,075-525-3794
タナカコーヒ祇園店,京都府京都市東山区八坂新地末吉町９９−３,075-561-8054
辻留,京都府京都市東山区三条大橋東入三町目１６,075-771-1718
ピアチェーレ,京都府京都市東山区八坂新地末吉町８８−１,075-551-1125
にしか,京都府京都市東山区八坂新地末吉町８８−１,075-531-2526
いちひな,京都府京都市東山区八坂新地末吉町７８−１,075-533-0466
スペース・ラブ・メンバース,京都府京都市東山区川端町四条上常盤１７８,075-541-2000
かにかくに,京都府京都市東山区花見小路末吉町西入北側,075-561-5879
メンバーズルームつう,京都府京都市東山区花見小路新橋東入北側,075-525-3286
古倣,京都府京都市東山区五条橋東６丁目５８３−７,075-561-5843
馬鈴,京都府京都市東山区五条橋東６丁目５８３−３７,075-525-0100
日瑶里倶楽部,京都府京都市東山区八坂新地末吉町９５−８,075-541-0616
富乃井,京都府京都市東山区古門前花見小路西入,075-561-0013
花灯路,京都府京都市東山区八坂新地末吉町９９−１,075-525-1099
有限会社ＳＬＥ,京都府京都市東山区宮川筋１丁目２２０−２０３,075-525-5727
ミネルヴァ,京都府京都市東山区八坂新地富永町１０６−４,075-532-3155
やわらぎ,京都府京都市東山区東町大路三条東入南側,075-541-2622
辻留,京都府京都市東山区三条大橋東入三町目１６,075-761-7619
ＫＯＴＯＵＰ,京都府京都市東山区五条橋東６丁目５１０−６,075-551-5518
ＲＩＣＫＹＢＡＮＡＮＡ,京都府京都市東山区本町１５丁目８１４−１８,075-533-7660
あんこＣａｆｅＭｉｆｕｊｉ＆・味不二庵,京都府京都市東山区本町９丁目１２７−１,075-541-4566
ガルフタン（Ｇｕｌｆｔａｎ）,京都府京都市東山区花見小路富永町東入南側,075-531-0472
櫻倶楽部,京都府京都市東山区八坂新地富永町１３０−１,075-533-0111
京都清水わらび餅ｍｏｎｎａ,京都府京都市東山区五条橋東６丁目５３８−２５,075-201-8158
プラチナ・ビーフ,京都府京都市東山区大和町大路四条下大和７,075-746-2947
ぎをん梅,京都府京都市東山区大和町大路四条上末吉９８−４０１,075-366-4546
ロビンズバー宮川町,京都府京都市東山区新宮川町通松原下る西御門町,075-285-4422
松葉本店,京都府京都市東山区四条通大橋東入川端町１９４,075-561-1451
左阿彌,京都府京都市東山区八坂鳥居前東入円山町７−３,075-561-2200
ふじた,京都府京都市東山区花見小路富永町東入一筋目北入,075-525-2639
カシス,京都府京都市東山区大和町大路四条上末吉９８−３,075-551-0888
春田,京都府京都市東山区新宮川筋松原下る西御門町４６３,075-525-2508
宮川町さか,京都府京都市東山区宮川筋４丁目３１９−１−５,075-531-1230
前田珈琲高台寺店,京都府京都市東山区下河原町八坂鳥居前下南町４１５,075-561-1502
いもぼう,京都府京都市東山区円山町公園内知恩院南門前,075-525-0016
いもぼう 平野家本店,京都府京都市東山区円山町公園内知恩院南門前,075-561-1603
あまの,京都府京都市東山区東大路七条下る東瓦町６７７−２１,075-561-9576
ＪａｚｚＨＡＮＡＹＡ,京都府京都市東山区東町山三条西入七軒２５,075-771-4975
つむぎ,京都府京都市東山区三条通大橋東入二町目８２−１,075-751-9619
松乃,京都府京都市東山区四条通大和大路西入中之町２１３,075-561-2786
みかく ２ｎｄ,京都府京都市東山区大和大路通四条上る常盤町１６５,075-532-0029
無碍山房,京都府京都市東山区下河原町高台寺北門前東入鷲尾５２４,075-744-6260
蕪庵,京都府京都市東山区新橋通大和大路東入元吉町７０,075-561-8297
メリメロ欧風馳走,京都府京都市東山区東町大路五条上小島１４３−１５,075-525-5356
千登利亭,京都府京都市東山区団栗大和大路西入六軒２０３,075-561-1907
松香,京都府京都市東山区新橋大和大路東入元吉６９−１,075-525-2527
アトランティス祇園店,京都府京都市東山区大和大路通四条上る常盤町１５２,075-561-3622
石畳,京都府京都市東山区高台寺南下河原東入桝屋３５２,075-551-3031
キエフ,京都府京都市東山区縄手四条上廿一軒２３６,075-525-0860
ひとみ,京都府京都市東山区大和町大路四条下大和６−１,075-525-4618
ブンブンハウス,京都府京都市東山区新橋通大和大路東入林下町４２４,075-525-0559
いもぼう 平野家,京都府京都市東山区円山町公園内知恩院南門前,075-525-1000
万治郎,京都府京都市東山区新橋通大和大路東入元吉町５８,075-561-1654
八咫,京都府京都市東山区大和町大路新橋東入元吉４２−３,075-525-5511
万両商店,京都府京都市東山区古川町通三条下る古川町548,075-525-2400
利きみ,京都府京都市東山区新宮川町松原下西御門４４０,075-561-5892
いもぼう,京都府京都市東山区円山町公園内知恩院南門前,075-561-1603
神奈比,京都府京都市東山区大和大路通四条上る末吉町８１,075-551-6465
平野家いもぼう本店,京都府京都市東山区円山町公園内知恩院南門前,075-561-1603
だん（愛登）,京都府京都市東山区新橋通大和大路東入林下町４１９,075-525-0234
桃尻,京都府京都市東山区新橋通大和大路東入林下町４２０,075-541-4411
里,京都府京都市東山区東大路渋谷下る妙法院前側町４５１−１,075-541-7969
春富,京都府京都市東山区新宮川町通松原下る西御門町４５３,075-541-9381
望月,京都府京都市東山区新橋大和大路東入２橋本３８８,075-541-8134
矢倉寿し志満家,京都府京都市東山区四条通大和大路西入中之町２０６,075-561-1556
トラットリア・シレーネ,京都府京都市東山区東大路渋谷下る妙法院前側町４２２−４,075-525-2346
有限会社かね正,京都府京都市東山区大和大路通三条下る二丁目新五軒町１９２,075-541-1171
しば,京都府京都市東山区大和町大路四条川端上常盤１７１,075-561-8841
竈炊き立て・ごはん 土井祇園店,京都府京都市東山区四条大和大路東入祇園南側５７２−１,075-525-6117
米村,京都府京都市東山区新門前花見小路東入梅本２５５,075-533-6699
紫おん,京都府京都市東山区古門前通大和大路東入元町３６３,075-561-5558
カルシウムハウス,京都府京都市東山区四条通大和大路西入中之町２００−６,075-561-2333
夷川餃子なかじま 団栗店,京都府京都市東山区団栗通大和大路西入六軒町２０６−１,075-533-4126
ＶＩＶＩ,京都府京都市東山区新橋通大和大路東入林下町４２１−３,075-533-4733
よろづや,京都府京都市東山区大和大路通四条下る四丁目小松町５５５,075-551-3409
魚彦苑祇園店,京都府京都市東山区下河原通八坂鳥居前下る清井町４８５−９,075-533-4646
ぎをん豆乳らーめんうのゆきこ,京都府京都市東山区大和大路通四条下る二丁目亀井町４０,075-551-3954
いがらしふぐ料理店,京都府京都市東山区古門前通東大路東入石橋町２９５−４,075-221-4129
き乃ゑ,京都府京都市東山区東大路松原上る四丁目毘沙門町４４−８,075-561-1230
みしな,京都府京都市東山区高台寺南門通下河原東入桝屋町３５７,075-551-5561
かとう,京都府京都市東山区新橋通大和大路東入二丁目橋本町３８７,075-561-1542
かとう,京都府京都市東山区新橋通大和大路東入二丁目橋本町３８７,075-561-4506
ステーキハウス新吾,京都府京都市東山区新門前大和大路東入西之町２３２−６,075-561-7106
シェトラン,京都府京都市東山区大和大路通四条上る末吉町７８−４,075-525-6825
清水,京都府京都市東山区花見小路新橋東入林下４３１−３,075-551-6725
シェトラン,京都府京都市東山区大和大路通四条上る末吉町７８−４,075-525-4644
おがわ,京都府京都市東山区新橋通大和大路東入元吉町５５−３,075-531-6963
ＢＡＲＲＯＵＮＤ,京都府京都市東山区大和町大路四条上廿一軒２３３,075-533-0318
まにまに,京都府京都市東山区三条通神宮道東入夷町１６０−５,075-771-5757
まとの,京都府京都市東山区高台寺北門前通下河原東入鷲尾町５０１,075-531-0202
祇園にしかわ,京都府京都市東山区下河原通八坂鳥居前下る下河原町４７３,075-525-1557
たん義,京都府京都市東山区新門前大和大路東入西之町２１０−２,075-561-0446
ＣＡＦＥＯＰＡＬ,京都府京都市東山区大和大路通四条下る三丁目博多町６８,075-525-7117
ぎをん富ひさ,京都府京都市東山区古門前花見小路東入１筋目南角,075-551-3900
ベル,京都府京都市東山区大和町大路通四条下る大和町１５,075-531-6231
ラウンジ千鶴羽,京都府京都市東山区大和町大路通四条下る大和町１０,075-541-1266
パザパ,京都府京都市東山区下河原通高台寺門前下河原町４６３−１３,075-525-0093
ニュービジョングレース,京都府京都市東山区大和町大路通四条下る大和町１０,075-541-0214
ＴＩＮＴＯ,京都府京都市東山区下河原通八坂鳥居前下る下河原町４６３−２２,075-561-1979
吾妻家,京都府京都市東山区大和町大路四条下４丁小松５６２−２,075-561-0092
ネスト（Ｎｅｓｔ）,京都府京都市東山区新橋通大和大路東入二丁目橋本町４０６−４,075-551-7133
貴子,京都府京都市東山区新橋通大和大路東入二丁目橋本町３９８−３,075-525-5345
祇園丸山 建仁寺店,京都府京都市東山区大和町大路四条下４丁小松５６６−１６,075-561-9990
シャノワール,京都府京都市東山区大和町大路通四条下る大和町１２,075-531-5502
八楽,京都府京都市東山区下河原通八坂鳥居前下る上弁天町４２８−５,075-541-5898
Ｂｏｏ,京都府京都市東山区大和大路通三条下る三丁目弁財天町８,075-532-2220
トゥハート,京都府京都市東山区新橋通大和大路東入二丁目橋本町３８２−２,075-533-0161
プリムヴェール,京都府京都市東山区新橋通大和大路東入二丁目橋本町３８２−２,075-541-2674
紫鳳,京都府京都市東山区新橋通大和大路東入二丁目橋本町４０５−４,075-561-1845
Ｍａｅｋａｗａ,京都府京都市東山区大和大路通三条下る三丁目弁財天町１５,075-525-2217
菊しん,京都府京都市東山区大和大路通四条下る四丁目小松町１１−２７,075-561-6081
居酒屋季久,京都府京都市東山区大和町大路通四条下る大和町４−２,075-533-3717
ピィウ,京都府京都市東山区新橋通大和大路東２丁目橋本町４０１−２,075-531-1757
ＨＡＲＩＭＡＹＡ,京都府京都市東山区大和町大路三条下２丁新五軒１８１,075-551-5671
ル・サルモン・ドール,京都府京都市東山区新橋通大和大路東２丁目橋本町３８８−１,075-531-3606
竹香古門前店,京都府京都市東山区古門前通大和大路東入二丁目三吉町３２９−１,075-532-3211
ジョンブル,京都府京都市東山区新橋通大和大路東２丁目橋本町３９９−５,075-541-5295
ブルームーン,京都府京都市東山区新橋通大和大路東入三丁目林下町４２２−１,075-541-7754
弧玖,京都府京都市上京区青龍町204,075-746-4375
冨田屋レストラン （西陣くらしの美術館 冨田屋内）,京都府京都市上京区石薬師町700,090-3268-4257
やよい軒 烏丸今出川店,京都府京都市上京区今出川町313,075-417-0188
登美之助,京都府京都市上京区 真盛町742,075-461-3077
千ざい,京都府京都市上京区 真盛町733,075-461-5465
ダ マエダ,京都府京都市上京区 玉屋町36,075-465-5258
一休庵,京都府京都市上京区 筋違橋町564,075-451-1828
たわらや,京都府京都市上京区 馬喰町918,075-463-4974
力餅,京都府京都市上京区 前之町457,075-451-2823
糸源,京都府京都市上京区 滝ケ鼻町429,075-461-5544
小きみ,京都府京都市上京区 真盛町742,075-462-7697
なか川,京都府京都市上京区 紙屋川町838,075-463-3601
かつかつとんとん,京都府京都市上京区 九軒町445,075-231-5139
西陣 鳥岩楼,京都府京都市上京区 五辻町75,075-441-4004
やきとり一番 千本寺之内店,京都府京都市上京区 西五辻北町452,075-464-7233
とんが,京都府京都市上京区 有馬町199,075-441-4361
ラーメン大栄,京都府京都市上京区 出水町275,075-211-7196
てんぐ 西陣店,京都府京都市上京区 伊佐町199,075-411-8292
Kitchen cafe エル,京都府京都市上京区 駒之町558,075-251-0565
トリオ,京都府京都市上京区 今出川町327,075-441-6943
小川珈琲べんがら 鞍馬口店,京都府京都市上京区 筋違橋町570,075-441-2630
やきとり一番 新町寺之内店,京都府京都市上京区 古木町407,075-432-3454
柳園,京都府京都市上京区 柳図子町334,075-432-1896
上七軒 ふた葉,京都府京都市上京区 真盛町719,075-461-4573
鳴海餅 本店,京都府京都市上京区 西橋詰町283,075-841-3080
ener,京都府京都市上京区 南上善寺町175,075-465-2500
西陣 おのみやす,京都府京都市上京区 竪門前町414,075-431-6863
ようしょくや,京都府京都市上京区 筋違橋町583,075-451-0231
喫茶 サンスーシー,京都府京都市上京区 末之口町438,075-465-2177
八丁亭,京都府京都市上京区 四番町151,075-463-7648
中里,京都府京都市上京区 真盛町737,075-462-1070
乃ん喜,京都府京都市上京区 下清蔵口町92,075-432-5830
マギーズ,京都府京都市上京区 松屋町373,075-204-7377
神馬,京都府京都市上京区 玉屋町38,075-461-3635
たま茶,京都府京都市上京区 須浜東町448,075-201-3548
K,京都府京都市上京区 片原町513,075-467-9611
センボンカリー,京都府京都市上京区 裏風呂町369,075-432-1301
微風台南,京都府京都市上京区 桝屋町359,075-211-9817
炭火焼ソーセージ酒場 Salumeria,京都府京都市上京区 出水町258,075-708-2926
KYOGOKU DINING,京都府京都市上京区 桝屋町28,075-432-7563
麺家 あくた川,京都府京都市上京区 上立売東町44,075-411-9083
三羽唐 北野天満宮店,京都府京都市上京区 東竪町125,075-464-8168
大多福,京都府京都市上京区 上生洲町214,075-744-1743
ME ME ME,京都府京都市上京区 上生洲町210,075-211-5880
OASI KYOTO,京都府京都市上京区 前之町443,075-205-2598
三本木商店,京都府京都市上京区 真町478,075-255-2810
ヘルメス,京都府京都市上京区 五番町177,075-462-4284
寿司ふじ井,京都府京都市上京区 表町26,075-285-0988
京料理・会席料理 西陣 斎 阿うん,京都府京都市上京区 西北小路町452,075-205-4320
京都珈道,京都府京都市上京区 西上善寺町206,075-462-1033
美田,京都府京都市上京区 柳風呂町204,075-203-8333
マルミトン,京都府京都市上京区 真如堂前町100,075-231-0822
ろくそう,京都府京都市上京区革堂内町522-1,075-231-1690
kushibar 串幸,京都府京都市上京区西五辻東町41-1,075-414-1054
MERAK,京都府京都市上京区紙屋川町864-2,075-600-9254
カフェ チョビット,京都府京都市上京区信富町324-1,075-213-5750
Reine des pres,京都府京都市上京区駒之町537-1,075-223-2337
鶏料理 なが田,京都府京都市上京区 真盛町726-22,075-467-8810
お初,京都府京都市上京区 社家長屋町673-2,075-462-6118
かもがわカフェ,京都府京都市上京区 上生洲町229-1,075-211-4757
シェ キクスイ,京都府京都市上京区 上生洲町211-15,075-252-2697
千代飯店,京都府京都市上京区 油橋詰町89-9,075-451-7850
花いちりん,京都府京都市上京区 上生洲町226-1,075-241-4552
尾張屋,京都府京都市上京区 元伊佐町257,075-451-2737
馬仙山,京都府京都市上京区 筋違橋町580-1,075-431-2754
モスバーガー 烏丸今出川店,京都府京都市上京区 今出川町329-1,075-431-3350
上七軒 ゆう,京都府京都市上京区 社家長屋町672-3,075-466-6625
キャセロール,京都府京都市上京区 下横町202-14,075-461-9870
そば処・志な乃,京都府京都市上京区 聚楽町863-23,075-822-9888
李朝喫茶 李青,京都府京都市上京区 梶井町448-16,075-255-6652
上七軒 四季,京都府京都市上京区 真盛町714-8,075-464-0006
くれない,京都府京都市上京区 上生洲町197-5,075-222-2388
モガモガ,京都府京都市上京区 西町171-1,075-203-1372
ひと花,京都府京都市上京区 主税町1088-2,075-812-3458
ナマステタージ マハル 丸太町店,京都府京都市上京区 梶井町448-82,075-231-3103
魚菊,京都府京都市上京区 東裏辻町409-1,075-211-5066
古書と茶房 ことばのはおと,京都府京都市上京区 天神北町12-1,075-414-2050
